,Destination County,Origin State/Region,Origin County,Movers - Estimate,Movers - MOE
228155,Tarrant,Texas,Shelby,68,105
228156,Tarrant,Texas,Smith,1373,385
228157,Tarrant,Texas,Somervell,11,15
228158,Tarrant,Texas,Starr,1,3
228159,Tarrant,Texas,Stephens,36,32
228160,Tarrant,Texas,Taylor,387,264
228161,Tarrant,Texas,Tom Green,245,136
228162,Tarrant,Texas,Travis,1652,900
228163,Tarrant,Texas,Upshur,12,18
228164,Tarrant,Texas,Van Zandt,40,34
228165,Tarrant,Texas,Victoria,32,52
228166,Tarrant,Texas,Walker,217,150
228167,Tarrant,Texas,Waller,16,23
228168,Tarrant,Texas,Washington,13,21
228169,Tarrant,Texas,Webb,120,110
228170,Tarrant,Texas,Wichita,307,197
228171,Tarrant,Texas,Wilbarger,27,28
228172,Tarrant,Texas,Williamson,686,348
228173,Tarrant,Texas,Wise,1341,1176
228174,Tarrant,Texas,Wood,147,92
228175,Tarrant,Texas,Young,13,22
228176,Tarrant,Texas,Zavala,52,84
228177,Tarrant,Utah,Box Elder,64,101
228178,Tarrant,Utah,Davis,54,85
228179,Tarrant,Utah,Iron,37,56
228180,Tarrant,Utah,Salt Lake,252,216
228181,Tarrant,Utah,Summit,33,60
228182,Tarrant,Utah,Tooele,56,77
228183,Tarrant,Utah,Utah,287,231
228184,Tarrant,Utah,Washington,81,124
228185,Tarrant,Utah,Weber,8,12
228186,Tarrant,Vermont,Washington,69,104
228187,Tarrant,Virginia,Amherst,9,14
228188,Tarrant,Virginia,Arlington,207,224
228189,Tarrant,Virginia,Fairfax,289,291
228190,Tarrant,Virginia,Frederick,10,15
228191,Tarrant,Virginia,Henrico,18,28
228192,Tarrant,Virginia,Isle of Wight,82,115
228193,Tarrant,Virginia,Loudoun,76,89
228194,Tarrant,Virginia,Montgomery,234,142
228195,Tarrant,Virginia,Prince William,34,40
228196,Tarrant,Virginia,Roanoke,27,33
228197,Tarrant,Virginia,Stafford,97,127
228198,Tarrant,Virginia,Alexandr,22,24
228199,Tarrant,Virginia,Chesapea,94,151
228200,Tarrant,Virginia,Hampt,69,113
228201,Tarrant,Virginia,Newport Ne,22,35
228202,Tarrant,Virginia,Norfo,319,364
228203,Tarrant,Virginia,Virginia Bea,39,57
228204,Tarrant,Virginia,Williamsbu,53,86
228205,Tarrant,Washington,Island,7,11
228206,Tarrant,Washington,King,224,134
228207,Tarrant,Washington,Kitsap,312,461
228208,Tarrant,Washington,Pierce,172,242
228209,Tarrant,Washington,Snohomish,76,80
228210,Tarrant,Washington,Spokane,81,79
228211,Tarrant,Washington,Thurston,128,125
228212,Tarrant,Washington,Yakima,70,109
228213,Tarrant,West Virginia,Cabell,3,8
228214,Tarrant,West Virginia,Fayette,17,27
228215,Tarrant,West Virginia,Kanawha,25,24
228216,Tarrant,West Virginia,Preston,13,25
228217,Tarrant,West Virginia,Putnam,48,79
228218,Tarrant,West Virginia,Raleigh,5,11
228219,Tarrant,Wisconsin,Calumet,35,54
228220,Tarrant,Wisconsin,Fond du Lac,121,275
228221,Tarrant,Wisconsin,Kenosha,22,34
228222,Tarrant,Wisconsin,Milwaukee,127,108
228223,Tarrant,Wisconsin,Pierce,17,27
228224,Tarrant,Wisconsin,St. Croix,43,68
228225,Tarrant,Wyoming,Albany,47,77
228226,Tarrant,Wyoming,Laramie,36,58
228227,Tarrant,Puerto Rico,Aguada Mu,50,67
228228,Tarrant,Puerto Rico,Aguadilla Mu,17,26
228229,Tarrant,Puerto Rico,Arecibo Mu,35,55
228230,Tarrant,Puerto Rico,Barceloneta Mu,61,60
228231,Tarrant,Puerto Rico,Cabo Rojo Mu,9,12
228232,Tarrant,Puerto Rico,Caguas Mu,61,50
228233,Tarrant,Puerto Rico,Camuy Mu,14,22
228234,Tarrant,Puerto Rico,Cataño Mu,18,28
228235,Tarrant,Puerto Rico,Cayey Mu,19,19
228236,Tarrant,Puerto Rico,Corozal Mu,83,131
228237,Tarrant,Puerto Rico,Guaynabo Mu,25,39
228238,Tarrant,Puerto Rico,Hormigueros Mu,9,15
228239,Tarrant,Puerto Rico,Manatí Mu,126,160
228240,Tarrant,Puerto Rico,Morovis Mu,32,48
228241,Tarrant,Puerto Rico,Ponce Mu,26,39
228242,Tarrant,Puerto Rico,Quebradillas Mu,195,258
228243,Tarrant,Puerto Rico,San Juan Mu,547,657
228244,Tarrant,Africa,,1891,667
228245,Tarrant,Asia,,4054,920
228246,Tarrant,Central America,,3361,887
228247,Tarrant,Caribbean,,118,97
228248,Tarrant,Europe,,932,322
228249,Tarrant,Northern America,,471,270
228250,Tarrant,Oceania and At Sea,,132,123
228251,Tarrant,South America,,600,288
